0	0	111
0	1	994
0	2	19
0	3	4
0	4	2
0	5	1
0	6	32
0	7	51
0	8	247
0	9	30
0	10	68
0	11	52
0	12	23
0	13	14
0	14	5
0	15	3

1	0	42
1	1	121
1	2	14
1	3	4
1	4	6
1	5	6
1	6	10
1	7	38
1	8	97
1	9	20
1	10	59
1	11	123
1	12	687
1	13	56
1	14	5
1	15	4

2	0	10
2	1	10
2	2	6
2	3	5
2	4	7
2	5	55
2	6	6
2	7	20
2	8	6
2	9	11
2	10	16
2	11	79
2	12	409
2	13	104
2	14	13
2	15	27

3	0	73
3	1	36
3	2	10
3	3	16
3	4	9
3	5	24
3	6	12
3	7	19
3	8	20
3	9	12
3	10	17
3	11	24
3	12	36
3	13	40
3	14	12
3	15	27

4	0	364
4	1	124
4	2	24
4	3	6
4	4	22
4	5	139
4	6	85
4	7	25
4	8	272
4	9	109
4	10	30
4	11	9
4	12	5
4	13	5
4	14	6
4	15	13

5	0	22
5	1	12
5	2	9
5	3	3
5	4	23
5	5	258
5	6	107
5	7	22
5	8	96
5	9	31
5	10	7
5	11	18
5	12	12
5	13	7
5	14	3
5	15	3

6	0	5
6	1	5
6	2	8
6	3	85
6	4	20
6	5	31
6	6	11
6	7	12
6	8	56
6	9	59
6	10	9
6	11	3
6	12	7
6	13	7
6	14	3
6	15	1

7	0	74
7	1	18
7	2	7
7	3	0
7	4	7
7	5	12
7	6	17
7	7	47
7	8	72
7	9	84
7	10	6
7	11	7
7	12	6
7	13	20
7	14	20
7	15	19

8	0	488
8	1	45
8	2	9
8	3	6
8	4	4
8	5	43
8	6	17
8	7	216
8	8	44
8	9	11
8	10	6
8	11	1
8	12	7
8	13	66
8	14	295
8	15	39

9	0	166
9	1	23
9	2	10
9	3	11
9	4	13
9	5	48
9	6	7
9	7	21
9	8	10
9	9	7
9	10	3
9	11	6
9	12	7
9	13	25
9	14	59
9	15	19

10	0	41
10	1	3
10	2	100
10	3	43
10	4	25
10	5	5
10	6	4
10	7	7
10	8	7
10	9	5
10	10	4
10	11	3
10	12	4
10	13	6
10	14	30
10	15	73

11	0	6
11	1	7
11	2	16
11	3	117
11	4	37
11	5	8
11	6	23
11	7	74
11	8	4
11	9	11
11	10	30
11	11	30
11	12	9
11	13	31
11	14	148
11	15	24

12	0	2
12	1	3
12	2	26
12	3	30
12	4	22
12	5	10
12	6	7
12	7	23
12	8	11
12	9	2
12	10	9
12	11	8
12	12	8
12	13	27
12	14	130
12	15	18

13	0	7
13	1	13
13	2	127
13	3	104
13	4	15
13	5	13
13	6	15
13	7	8
13	8	5
13	9	36
13	10	5
13	11	21
13	12	19
13	13	7
13	14	12
13	15	6

14	0	37
14	1	31
14	2	23
14	3	23
14	4	7
14	5	34
14	6	5
14	7	4
14	8	1
14	9	3
14	10	3
14	11	267
14	12	318
14	13	9
14	14	9
14	15	11

15	0	759
15	1	916
15	2	13
15	3	3
15	4	4
15	5	0
15	6	4
15	7	0
15	8	3
15	9	2
15	10	6
15	11	36
15	12	26
15	13	5
15	14	14
15	15	211

