0	0	0
0	1	0
0	2	4
0	3	35
0	4	1
0	5	0
0	6	0
0	7	0
0	8	2
0	9	0
0	10	0
0	11	0
0	12	0
0	13	7
0	14	1
0	15	1

1	0	2
1	1	3
1	2	3
1	3	16
1	4	4
1	5	4
1	6	0
1	7	2
1	8	2
1	9	1
1	10	1
1	11	0
1	12	0
1	13	2
1	14	1
1	15	1

2	0	10
2	1	6
2	2	1
2	3	9
2	4	2
2	5	1
2	6	0
2	7	7
2	8	3
2	9	4
2	10	3
2	11	0
2	12	2
2	13	1
2	14	0
2	15	0

3	0	207
3	1	28
3	2	7
3	3	1
3	4	3
3	5	0
3	6	2
3	7	2
3	8	2
3	9	20
3	10	31
3	11	0
3	12	2
3	13	0
3	14	0
3	15	2

4	0	85
4	1	9
4	2	1
4	3	1
4	4	2
4	5	0
4	6	1
4	7	1
4	8	1
4	9	3
4	10	5
4	11	2
4	12	4
4	13	1
4	14	5
4	15	1

5	0	8
5	1	0
5	2	25
5	3	9
5	4	2
5	5	0
5	6	1
5	7	2
5	8	3
5	9	39
5	10	35
5	11	5
5	12	3
5	13	5
5	14	18
5	15	1

6	0	1
6	1	1
6	2	5
6	3	1
6	4	19
6	5	2
6	6	2
6	7	5
6	8	16
6	9	150
6	10	86
6	11	4
6	12	3
6	13	9
6	14	4
6	15	5

7	0	3
7	1	7
7	2	2
7	3	16
7	4	25
7	5	3
7	6	3
7	7	18
7	8	13
7	9	14
7	10	14
7	11	3
7	12	11
7	13	20
7	14	19
7	15	4

8	0	11
8	1	5
8	2	8
8	3	7
8	4	0
8	5	3
8	6	8
8	7	80
8	8	77
8	9	8
8	10	2
8	11	10
8	12	35
8	13	479
8	14	76
8	15	9

9	0	79
9	1	16
9	2	6
9	3	3
9	4	1
9	5	5
9	6	9
9	7	12
9	8	15
9	9	16
9	10	3
9	11	5
9	12	24
9	13	346
9	14	85
9	15	8

10	0	506
10	1	92
10	2	28
10	3	15
10	4	16
10	5	1
10	6	3
10	7	62
10	8	5
10	9	3
10	10	2
10	11	2
10	12	8
10	13	23
10	14	20
10	15	15

11	0	182
11	1	54
11	2	11
11	3	3
11	4	227
11	5	3
11	6	11
11	7	2
11	8	2
11	9	2
11	10	0
11	11	5
11	12	9
11	13	30
11	14	42
11	15	22

12	0	12
12	1	13
12	2	7
12	3	10
12	4	8
12	5	6
12	6	4
12	7	2
12	8	3
12	9	2
12	10	3
12	11	9
12	12	49
12	13	811
12	14	365
12	15	94

13	0	4
13	1	1
13	2	77
13	3	268
13	4	13
13	5	41
13	6	41
13	7	15
13	8	5
13	9	4
13	10	2
13	11	2
13	12	22
13	13	87
13	14	51
13	15	16

14	0	6
14	1	2
14	2	93
14	3	123
14	4	12
14	5	270
14	6	342
14	7	9
14	8	3
14	9	2
14	10	3
14	11	4
14	12	35
14	13	12
14	14	12
14	15	6

15	0	5
15	1	10
15	2	4
15	3	19
15	4	77
15	5	199
15	6	117
15	7	15
15	8	12
15	9	3
15	10	2
15	11	3
15	12	2
15	13	4
15	14	4
15	15	3

