0	0	241
0	1	241
0	2	245
0	3	58
0	4	114
0	5	784
0	6	402
0	7	170
0	8	259
0	9	33
0	10	89
0	11	133
0	12	200
0	13	619
0	14	151
0	15	23

1	0	50
1	1	1091
1	2	633
1	3	75
1	4	199
1	5	117
1	6	167
1	7	263
1	8	836
1	9	149
1	10	91
1	11	312
1	12	396
1	13	125
1	14	219
1	15	95

2	0	25
2	1	122
2	2	143
2	3	502
2	4	54
2	5	80
2	6	476
2	7	707
2	8	227
2	9	103
2	10	117
2	11	413
2	12	377
2	13	960
2	14	231
2	15	478

3	0	24
3	1	107
3	2	62
3	3	85
3	4	316
3	5	178
3	6	274
3	7	175
3	8	211
3	9	148
3	10	64
3	11	124
3	12	124
3	13	419
3	14	1069
3	15	90

4	0	25
4	1	364
4	2	174
4	3	39
4	4	278
4	5	1219
4	6	478
4	7	165
4	8	408
4	9	501
4	10	629
4	11	176
4	12	266
4	13	258
4	14	578
4	15	37

5	0	185
5	1	45
5	2	312
5	3	101
5	4	80
5	5	89
5	6	423
5	7	293
5	8	648
5	9	396
5	10	509
5	11	315
5	12	62
5	13	557
5	14	351
5	15	39

6	0	338
6	1	106
6	2	977
6	3	233
6	4	113
6	5	36
6	6	349
6	7	100
6	8	145
6	9	210
6	10	468
6	11	262
6	12	79
6	13	106
6	14	80
6	15	644

7	0	106
7	1	71
7	2	1071
7	3	124
7	4	124
7	5	76
7	6	449
7	7	355
7	8	87
7	9	1086
7	10	398
7	11	399
7	12	1581
7	13	831
7	14	57
7	15	112

8	0	215
8	1	43
8	2	41
8	3	75
8	4	862
8	5	97
8	6	203
8	7	113
8	8	109
8	9	142
8	10	87
8	11	972
8	12	455
8	13	444
8	14	93
8	15	32

9	0	51
9	1	30
9	2	34
9	3	44
9	4	65
9	5	105
9	6	112
9	7	386
9	8	1021
9	9	85
9	10	512
9	11	365
9	12	465
9	13	173
9	14	78
9	15	426

10	0	217
10	1	45
10	2	65
10	3	858
10	4	216
10	5	238
10	6	41
10	7	214
10	8	417
10	9	302
10	10	1044
10	11	1071
10	12	74
10	13	90
10	14	66
10	15	18

11	0	249
11	1	49
11	2	264
11	3	167
11	4	111
11	5	38
11	6	54
11	7	381
11	8	167
11	9	374
11	10	539
11	11	469
11	12	1057
11	13	694
11	14	689
11	15	20

12	0	497
12	1	202
12	2	576
12	3	95
12	4	668
12	5	120
12	6	76
12	7	138
12	8	146
12	9	143
12	10	677
12	11	101
12	12	128
12	13	54
12	14	64
12	15	92

13	0	202
13	1	242
13	2	64
13	3	81
13	4	364
13	5	140
13	6	723
13	7	475
13	8	192
13	9	141
13	10	295
13	11	113
13	12	215
13	13	53
13	14	68
13	15	169

14	0	255
14	1	251
14	2	215
14	3	299
14	4	154
14	5	56
14	6	339
14	7	389
14	8	659
14	9	776
14	10	251
14	11	34
14	12	128
14	13	39
14	14	14
14	15	4

15	0	10
15	1	20
15	2	106
15	3	410
15	4	226
15	5	438
15	6	1256
15	7	324
15	8	207
15	9	59
15	10	150
15	11	18
15	12	10
15	13	109
15	14	10
15	15	7

