0	0	0
0	1	0
0	2	1
0	3	0
0	4	0
0	5	0
0	6	0
0	7	0
0	8	0
0	9	0
0	10	1
0	11	35
0	12	1
0	13	0
0	14	0
0	15	0

1	0	1
1	1	1
1	2	1
1	3	0
1	4	0
1	5	0
1	6	2
1	7	0
1	8	1
1	9	0
1	10	0
1	11	5
1	12	0
1	13	0
1	14	0
1	15	0

2	0	1
2	1	0
2	2	3
2	3	3
2	4	0
2	5	0
2	6	0
2	7	0
2	8	0
2	9	0
2	10	0
2	11	0
2	12	0
2	13	0
2	14	0
2	15	0

3	0	7
3	1	4
3	2	4
3	3	3
3	4	0
3	5	3
3	6	5
3	7	1
3	8	0
3	9	0
3	10	0
3	11	1
3	12	0
3	13	0
3	14	0
3	15	0

4	0	14
4	1	34
4	2	24
4	3	9
4	4	5
4	5	2
4	6	3
4	7	0
4	8	0
4	9	2
4	10	0
4	11	0
4	12	1
4	13	0
4	14	0
4	15	0

5	0	99
5	1	77
5	2	209
5	3	81
5	4	11
5	5	4
5	6	5
5	7	3
5	8	0
5	9	0
5	10	0
5	11	0
5	12	0
5	13	0
5	14	0
5	15	0

6	0	93
6	1	180
6	2	131
6	3	197
6	4	49
6	5	21
6	6	19
6	7	0
6	8	0
6	9	1
6	10	0
6	11	1
6	12	0
6	13	0
6	14	0
6	15	0

7	0	263
7	1	264
7	2	303
7	3	346
7	4	119
7	5	48
7	6	11
7	7	1
7	8	0
7	9	0
7	10	0
7	11	0
7	12	0
7	13	1
7	14	0
7	15	0

8	0	290
8	1	387
8	2	355
8	3	263
8	4	41
8	5	6
8	6	3
8	7	2
8	8	2
8	9	0
8	10	0
8	11	0
8	12	0
8	13	0
8	14	0
8	15	0

9	0	284
9	1	217
9	2	208
9	3	92
9	4	95
9	5	4
9	6	1
9	7	1
9	8	2
9	9	0
9	10	0
9	11	0
9	12	0
9	13	0
9	14	0
9	15	0

10	0	64
10	1	122
10	2	109
10	3	85
10	4	14
10	5	5
10	6	1
10	7	0
10	8	1
10	9	0
10	10	0
10	11	0
10	12	1
10	13	0
10	14	0
10	15	0

11	0	12
11	1	84
11	2	39
11	3	32
11	4	10
11	5	2
11	6	1
11	7	2
11	8	0
11	9	0
11	10	0
11	11	0
11	12	0
11	13	0
11	14	1
11	15	0

12	0	3
12	1	6
12	2	2
12	3	6
12	4	1
12	5	2
12	6	1
12	7	1
12	8	0
12	9	1
12	10	0
12	11	0
12	12	1
12	13	0
12	14	1
12	15	1

13	0	4
13	1	1
13	2	1
13	3	2
13	4	1
13	5	2
13	6	2
13	7	0
13	8	0
13	9	0
13	10	0
13	11	0
13	12	0
13	13	0
13	14	0
13	15	0

14	0	2
14	1	1
14	2	2
14	3	2
14	4	2
14	5	0
14	6	0
14	7	0
14	8	1
14	9	1
14	10	0
14	11	0
14	12	0
14	13	0
14	14	0
14	15	0

15	0	0
15	1	1
15	2	0
15	3	0
15	4	0
15	5	0
15	6	0
15	7	0
15	8	0
15	9	0
15	10	0
15	11	0
15	12	0
15	13	0
15	14	0
15	15	0

